Identifikácia pravidla,,,,,,W09–W11 Údaje o zvierati,,,,,W13/W14 + W16/W17 Nevyhnutné varovania,,,W15/W19/W20 Kontakty,,,,,,,,,,W21 Dobrovoľníci,,,W22/W23 Pomôžte sami,,,,,,,,,W24/W25 Ukončenie,,Interné,Developer flow – zranené zvieratá,
ID,Typ situácie,Kategória,Podkategória,Druh zvieraťa,Vyplniť na úrovni,W09 – checkboxy „Čo je zvieraťu?“,W09 – Je pri vedomí?,W09 – Ide o mláďa?,W09b – Iné,W09b/W11 – placeholder opisu,W13/W14 – vybraný frame,"W13/W14 – Čo nerobiť (doslova, všetky body)","W14 – Čo urobiť pred ďalším postupom (doslova, všetky body)",W15/W20 – kontakt 1 typ,Kontakt 1 – CTA / nadpis,Kontakt 1 – text pod nadpisom,Kontakt 1 – podľa polohy?,Kontakt 1 – lokalitná DB,W19/W15 – kontakt 2 typ,Kontakt 2 – CTA / nadpis,Kontakt 2 – text pod nadpisom,Kontakt 2 – podľa polohy?,Kontakt 2 – lokalitná DB,W21 – zobraziť?,W21 – poradie,W21 – text pod nadpisom,W22/W23 – zobraziť?,W22/W23 – intro,Krok 1 nadpis,Krok 1 text,Krok 2 nadpis,Krok 2 text,Krok 3 nadpis,Krok 3 text,Link,W24 – kto pomohol? možnosti,W25a/W25b – dôvody neúspechu,Poznámka pre IT / dizajn,Flow ID,Stav / čo ešte doplniť
ZRZAT-122,Zatúlané,Vtáky,Malé vtáky a spevavce,Pinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-123,Zranené,Vtáky,Malé vtáky a spevavce,Červienka,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má otvorenú ranu
Má poškodené alebo ovisnuté krídlo / nevie lietať
Má poranenú nohu / nevie stáť alebo chodiť
Narazilo do skla alebo inej prekážky
Je uviaznuté, zamotané alebo zlepené
Je znečistené olejom, lepidlom alebo inou látkou
Je apatické, dezorientované alebo sa nechá ľahko chytiť
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Vtáka zbytočne nechytajte ani neprenášajte; neskúšajte ho púšťať alebo vyhadzovať do vzduchu.
• Nekŕmte ho a nedávajte mu vodu do zobáka.","• Ak je vták v bezprostrednom nebezpečí (napr. cesta, pes/mačka, riziko ďalšieho poranenia), šetrne ho prekryte látkou a presuňte len na najbližšie bezpečné miesto.
• Ak nie je v bezprostrednom nebezpečí, nezasahujte a sledujte ho z primeranej vzdialenosti. Ak už je zabezpečený, nechajte ho v tichu, tieni a vo vetranej krabici.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-124,Zatúlané,Vtáky,Malé vtáky a spevavce,Červienka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-125,Zranené,Vtáky,Holuby,Holub,Druh – najprv rozlíšiť holuba domáceho od voľne žijúceho holuba,"Krváca alebo má otvorenú ranu
Má poškodené alebo ovisnuté krídlo / nevie lietať
Má poranenú nohu / nevie stáť alebo chodiť
Narazilo do skla alebo inej prekážky
Je uviaznuté, zamotané alebo zlepené
Je znečistené olejom, lepidlom alebo inou látkou
Je apatické, dezorientované alebo sa nechá ľahko chytiť
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,,,,PODMIENENÉ – ŠOP SR iba pri voľne žijúcom holubovi,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-HOLUB-ROZLISENIE,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-126,Zatúlané,Vtáky,Holuby,Holub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-127,Zranené,Vtáky,Holuby,Hrdlička,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má otvorenú ranu
Má poškodené alebo ovisnuté krídlo / nevie lietať
Má poranenú nohu / nevie stáť alebo chodiť
Narazilo do skla alebo inej prekážky
Je uviaznuté, zamotané alebo zlepené
Je znečistené olejom, lepidlom alebo inou látkou
Je apatické, dezorientované alebo sa nechá ľahko chytiť
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,,,,W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-128,Zatúlané,Vtáky,Holuby,Hrdlička,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-129,Zranené,Ryby a vodné živočíchy,,Ryba,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má viditeľné poranenie
Je uviaznuté, zamotané alebo zachytené
Je mimo vody alebo na nevhodnom mieste
Je vo vysychajúcej alebo znečistenej vode
Je apatické, nereaguje alebo sa nevie pohybovať
Podozrenie na otravu alebo chemické znečistenie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Rybu nestláčajte v rukách, nechytajte ju za žiabre ani za oči.
• Nenechávajte ju zbytočne mimo vody a nepokúšajte sa sami vyťahovať hlboko zaseknutý háčik alebo cudzí predmet.","• Ak je živá a nachádza sa mimo vody, môžete ju čo najrýchlejšie vrátiť do tej istej vody. Manipulujte s ňou čo najmenej, ideálne len mokrými rukami alebo cez mokrú látku.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-130,Zatúlané,Ryby a vodné živočíchy,,Ryba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-131,Zranené,Ryby a vodné živočíchy,,Rak,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má viditeľné poranenie
Je uviaznuté, zamotané alebo zachytené
Je mimo vody alebo na nevhodnom mieste
Je vo vysychajúcej alebo znečistenej vode
Je apatické, nereaguje alebo sa nevie pohybovať
Podozrenie na otravu alebo chemické znečistenie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Raka nechytajte holými rukami a neprenášajte ho do inej vodnej plochy.
• Nenechávajte ho na suchu ani na slnku.","• Udržte ho mimo priameho slnka a bez zbytočnej manipulácie.
• Ak je mimo vody a hrozí vyschnutie, môžete ho bez priameho chytania presunúť späť k tej istej vode, napríklad pomocou nádoby alebo pevnej podložky. Dávajte pozor na klepetá.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-132,Zatúlané,Ryby a vodné živočíchy,,Rak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-133,Zranené,Ryby a vodné živočíchy,,Lastúrnik,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má viditeľné poranenie
Je uviaznuté, zamotané alebo zachytené
Je mimo vody alebo na nevhodnom mieste
Je vo vysychajúcej alebo znečistenej vode
Je apatické, nereaguje alebo sa nevie pohybovať
Podozrenie na otravu alebo chemické znečistenie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Lastúrniky neodtrhávajte nasilu a neprenášajte ich do inej vodnej plochy.
• Nenechávajte ich vyschnúť na slnku.","• Ak je živý a nachádza sa mimo vody alebo na vysychajúcom mieste, môžete ho opatrne vrátiť do tej istej vody čo najbližšie k miestu nálezu.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-134,Zatúlané,Ryby a vodné živočíchy,,Lastúrnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-135,Zranené,Ryby a vodné živočíchy,,Vodná korytnačka,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má viditeľné poranenie
Je uviaznuté, zamotané alebo zachytené
Je mimo vody alebo na nevhodnom mieste
Je vo vysychajúcej alebo znečistenej vode
Je apatické, nereaguje alebo sa nevie pohybovať
Podozrenie na otravu alebo chemické znečistenie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Korytnačku neotáčajte na chrbát, nedvíhajte ju za končatiny ani nezasahujte do rán alebo poškodeného panciera.
• Nevypúšťajte ju do inej vody ani ju neberte domov.","• Ak jej hrozí bezprostredné nebezpečenstvo, môžete ju opatrne presunúť len mimo ohrozenia. Uchopte ju za boky panciera, dostatočne vzadu, aby vás nemohla uhryznúť.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
